ID,Date,Element,Data_Value
UPM00033961,2006-03-03,TMIN,0
UPM00033961,2007-05-29,TMIN,193
UPM00033966,2005-01-24,TMIN,-20
UPM00033962,2005-08-04,TMAX,322
UPM00033966,2006-08-11,TMIN,141
UPM00033961,2007-05-29,TMAX,271
UPM00033962,2009-01-22,TMAX,116
UPM00033962,2005-09-18,TMAX,294
UPM00033962,2007-04-21,TMIN,29
UPM00033962,2008-11-21,TMIN,76
UPM00033962,2007-07-12,TMAX,356
UPM00033961,2005-11-22,TMIN,-26
UPM00033962,2009-04-05,TMAX,184
UPM00033966,2005-08-18,TMAX,366
UPM00033962,2009-04-03,TMIN,-38
UPM00033962,2006-05-26,TMAX,249
UPM00033962,2006-09-14,TMIN,69
UPM00033961,2006-03-11,TMIN,3
UPM00033961,2006-05-24,TMIN,148
UPM00033962,2006-06-22,TMIN,185
UPM00033962,2007-06-25,TMIN,164
UPM00033962,2006-06-01,TMIN,120
UPM00033962,2006-06-01,TMAX,269
UPM00033961,2006-01-18,TMIN,-42
UPM00033966,2006-01-12,TMAX,-21
UPM00033961,2009-05-07,TMIN,111
UPM00033962,2006-05-26,TMIN,103
UPM00033961,2005-01-11,TMIN,22
UPM00033966,2008-09-10,TMIN,148
UPM00033966,2008-10-27,TMIN,76
UPM00033961,2006-04-19,TMIN,62
UPM00033962,2009-01-08,TMIN,-179
UPM00033962,2007-06-25,TMAX,304
UPM00033961,2008-02-23,TMAX,129
UPM00033961,2008-10-27,TMIN,121
UPM00033966,2005-08-30,TMIN,136
UPM00033961,2007-08-14,TMAX,294
UPM00033961,2007-06-02,TMIN,213
UPM00033961,2006-06-19,TMAX,252
UPM00033961,2008-07-24,TMIN,249
UPM00033962,2005-09-26,TMAX,234
UPM00033961,2007-08-14,TMIN,200
UPM00033966,2006-08-30,TMAX,281
UPM00033961,2006-06-19,TMIN,175
UPM00033966,2006-08-14,TMIN,174
UPM00033966,2006-08-14,TMAX,374
UPM00033966,2007-02-23,TMIN,-30
UPM00033966,2005-01-24,TMAX,37
UPM00033961,2006-12-09,TMIN,47
UPM00033966,2006-05-27,TMIN,145
UPM00033966,2007-02-25,TMAX,-42
UPM00033966,2006-08-30,TMIN,190
UPM00033966,2009-01-15,TMAX,117
UPM00033961,2005-08-02,TMIN,220
UPM00033961,2006-12-22,TMIN,-62
UPM00033961,2005-05-15,TMIN,128
UPM00033966,2006-05-11,TMAX,201
UPM00033962,2005-10-21,TMIN,4
UPM00033966,2006-05-11,TMIN,50
UPM00033962,2008-07-29,TMAX,289
UPM00033962,2008-07-29,TMIN,132
UPM00033966,2005-11-13,TMAX,93
UPM00033962,2006-02-11,TMIN,-28
UPM00033962,2007-07-25,TMAX,405
UPM00033961,2005-02-02,TMIN,3
UPM00033961,2008-12-19,TMIN,5
UPM00033962,2006-06-08,TMAX,181
UPM00033962,2006-06-08,TMIN,148
UPM00033961,2006-05-06,TMIN,110
UPM00033961,2005-10-14,TMAX,155
UPM00033966,2008-05-05,TMIN,91
UPM00033961,2005-10-14,TMIN,89
UPM00033962,2007-11-06,TMIN,7
UPM00033962,2006-10-07,TMIN,128
UPM00033961,2005-06-29,TMAX,268
UPM00033961,2008-10-30,TMIN,102
UPM00033966,2008-08-10,TMAX,325
UPM00033961,2009-06-01,TMIN,138
UPM00033962,2005-10-22,TMIN,38
UPM00033962,2008-02-06,TMIN,-42
UPM00033962,2005-08-07,TMIN,185
UPM00033962,2007-04-29,TMAX,214
UPM00033961,2007-06-15,TMAX,300
UPM00033962,2008-07-07,TMIN,164
UPM00033962,2006-12-15,TMIN,-17
UPM00033961,2006-10-13,TMAX,170
UPM00033962,2005-08-25,TMAX,302
UPM00033962,2005-10-21,TMAX,118
UPM00033962,2006-12-15,TMAX,98
UPM00033962,2008-07-07,TMAX,293
UPM00033961,2006-02-21,TMIN,7
UPM00033961,2008-10-22,TMIN,116
UPM00033961,2006-10-13,TMIN,145
UPM00033961,2007-06-05,TMAX,251
UPM00033961,2005-11-06,TMIN,79
UPM00033961,2005-11-06,TMAX,82
UPM00033962,2006-04-14,TMAX,197
UPM00033966,2008-03-11,TMIN,15
UPM00033962,2006-01-21,TMIN,-200
UPM00033961,2008-09-21,TMIN,180
UPM00033966,2007-03-02,TMAX,114
UPM00033961,2005-11-04,TMIN,87
UPM00033961,2006-10-11,TMAX,185
UPM00033962,2007-07-25,TMIN,170
UPM00033961,2008-07-18,TMAX,280
UPM00033961,2008-09-21,TMAX,206
UPM00033962,2005-02-11,TMIN,-94
UPM00033962,2005-10-02,TMAX,244
UPM00033966,2005-05-26,TMAX,263
UPM00033966,2007-06-26,TMAX,290
UPM00033961,2006-06-15,TMAX,228
UPM00033966,2005-04-29,TMAX,152
UPM00033961,2008-01-24,TMIN,-9
UPM00033961,2008-07-18,TMIN,188
UPM00033961,2008-04-25,TMIN,86
UPM00033966,2006-04-02,TMAX,171
UPM00033966,2005-11-13,TMIN,32
UPM00033962,2006-06-14,TMAX,194
UPM00033962,2005-08-25,TMIN,164
UPM00033961,2007-06-05,TMIN,188
UPM00033961,2005-07-08,TMAX,279
UPM00033966,2008-10-31,TMIN,64
UPM00033962,2005-01-15,TMIN,20
UPM00033962,2006-03-01,TMIN,10
UPM00033962,2006-05-07,TMAX,164
UPM00033966,2008-12-17,TMIN,-74
UPM00033961,2005-07-22,TMIN,172
UPM00033962,2008-01-11,TMIN,-112
UPM00033962,2007-03-29,TMAX,91
UPM00033962,2008-01-11,TMAX,-64
UPM00033966,2008-02-04,TMIN,22
UPM00033966,2007-06-26,TMIN,137
UPM00033966,2006-09-02,TMIN,142
UPM00033966,2006-11-15,TMIN,50
UPM00033961,2006-12-07,TMAX,68
UPM00033966,2005-10-17,TMIN,59
UPM00033961,2007-06-15,TMIN,184
UPM00033962,2008-07-25,TMAX,347
UPM00033962,2008-07-25,TMIN,196
UPM00033962,2006-06-15,TMAX,239
UPM00033962,2006-06-15,TMIN,106
UPM00033966,2005-04-17,TMAX,243
UPM00033966,2007-06-05,TMAX,251
UPM00033962,2007-04-15,TMAX,115
UPM00033962,2008-10-05,TMAX,263
UPM00033966,2006-03-18,TMIN,3
UPM00033961,2009-04-14,TMIN,81
UPM00033961,2006-07-29,TMIN,194
UPM00033961,2005-11-30,TMIN,40
UPM00033966,2007-04-26,TMIN,3
UPM00033966,2007-12-06,TMIN,26
UPM00033962,2007-12-24,TMIN,-3
UPM00033966,2008-07-02,TMAX,270
UPM00033961,2005-11-30,TMAX,58
UPM00033966,2007-12-04,TMAX,125
UPM00033962,2006-03-31,TMIN,64
UPM00033966,2005-09-17,TMIN,144
UPM00033966,2008-11-16,TMAX,135
UPM00033966,2005-02-08,TMIN,-126
UPM00033966,2005-01-19,TMIN,-4
UPM00033961,2007-03-29,TMAX,80
UPM00033962,2005-08-11,TMIN,125
UPM00033961,2005-06-21,TMAX,223
UPM00033962,2007-10-16,TMIN,11
UPM00033961,2009-04-30,TMIN,101
UPM00033962,2005-08-11,TMAX,286
UPM00033966,2005-07-15,TMAX,282
UPM00033961,2008-12-02,TMIN,79
UPM00033966,2009-03-18,TMIN,-7
UPM00033966,2005-07-15,TMIN,155
UPM00033962,2007-06-27,TMIN,170
UPM00033966,2008-12-25,TMIN,-24
UPM00033961,2005-06-21,TMIN,156
UPM00033962,2005-12-02,TMIN,85
UPM00033966,2005-03-04,TMIN,-32
UPM00033962,2006-04-18,TMIN,75
UPM00033966,2005-03-06,TMAX,131
UPM00033961,2006-04-11,TMAX,161
UPM00033966,2007-02-22,TMIN,-74
UPM00033966,2005-09-16,TMAX,274
UPM00033966,2009-01-07,TMIN,-74
UPM00033961,2006-05-27,TMIN,163
UPM00033961,2009-03-13,TMIN,28
UPM00033966,2006-07-26,TMAX,302
UPM00033961,2006-04-13,TMIN,76
UPM00033966,2005-09-16,TMIN,118
UPM00033962,2005-09-15,TMAX,288
UPM00033966,2005-11-03,TMIN,63
UPM00033966,2005-11-03,TMAX,106
UPM00033961,2006-09-05,TMIN,176
UPM00033962,2006-04-01,TMIN,2
UPM00033962,2006-03-14,TMIN,15
UPM00033962,2007-01-12,TMAX,133
UPM00033962,2007-01-12,TMIN,15
UPM00033966,2006-11-15,TMAX,117
UPM00033966,2009-04-20,TMAX,151
UPM00033962,2005-09-15,TMIN,151
UPM00033962,2006-04-29,TMIN,-11
UPM00033961,2007-05-26,TMIN,196
UPM00033966,2006-07-26,TMIN,148
UPM00033962,2006-01-27,TMAX,-93
UPM00033962,2006-03-14,TMAX,98
UPM00033966,2007-06-05,TMIN,143
UPM00033962,2007-01-09,TMIN,26
UPM00033966,2007-01-14,TMAX,87
UPM00033961,2005-11-15,TMIN,31
UPM00033966,2007-08-07,TMIN,181
UPM00033961,2005-12-11,TMIN,-8
UPM00033962,2006-03-31,TMAX,166
UPM00033962,2006-04-20,TMIN,72
UPM00033962,2008-05-27,TMIN,101
UPM00033966,2008-12-29,TMIN,-96
UPM00033961,2006-06-17,TMIN,150
UPM00033961,2007-11-30,TMIN,-27
UPM00033966,2007-07-13,TMIN,203
UPM00033966,2005-03-04,TMAX,-7
UPM00033961,2005-05-15,TMAX,193
UPM00033961,2009-01-16,TMIN,22
UPM00033966,2006-10-02,TMIN,81
UPM00033966,2005-09-07,TMAX,265
UPM00033966,2006-08-04,TMIN,161
UPM00033966,2009-05-25,TMIN,116
UPM00033966,2005-02-10,TMIN,-108
UPM00033961,2006-10-18,TMIN,32
UPM00033966,2007-10-15,TMAX,89
UPM00033962,2008-09-16,TMAX,265
UPM00033966,2006-08-04,TMAX,334
UPM00033966,2007-10-15,TMIN,36
UPM00033966,2008-12-14,TMAX,16
UPM00033961,2008-10-06,TMIN,137
UPM00033961,2006-01-09,TMIN,-33
UPM00033961,2006-10-18,TMAX,70
UPM00033961,2006-04-26,TMIN,61
UPM00033961,2008-03-12,TMAX,107
UPM00033966,2008-07-24,TMAX,352
UPM00033962,2005-10-01,TMIN,115
UPM00033966,2009-01-12,TMIN,-177
UPM00033966,2005-04-03,TMAX,60
UPM00033966,2005-11-11,TMAX,58
UPM00033961,2005-12-24,TMIN,-91
UPM00033966,2005-11-11,TMIN,20
UPM00033962,2009-04-06,TMAX,169
UPM00033962,2006-08-11,TMIN,153
UPM00033962,2006-09-18,TMIN,72
UPM00033966,2008-12-17,TMAX,4
UPM00033961,2009-02-12,TMAX,50
UPM00033966,2005-02-10,TMAX,-35
UPM00033966,2006-10-18,TMAX,86
UPM00033962,2008-11-03,TMIN,90
UPM00033966,2008-09-30,TMIN,59
UPM00033962,2008-01-28,TMIN,-23
UPM00033966,2006-10-18,TMIN,16
UPM00033962,2006-08-11,TMAX,328
UPM00033966,2005-11-15,TMIN,15
UPM00033962,2005-06-16,TMIN,152
UPM00033966,2006-08-09,TMIN,196
UPM00033966,2008-12-09,TMIN,26
UPM00033966,2008-07-24,TMIN,198
UPM00033966,2006-05-09,TMAX,145
UPM00033962,2006-03-21,TMIN,5
UPM00033966,2006-02-14,TMIN,-108
UPM00033962,2007-04-11,TMAX,166
UPM00033962,2006-07-27,TMAX,324
UPM00033962,2005-12-09,TMIN,25
UPM00033966,2007-01-16,TMIN,19
UPM00033966,2005-07-14,TMIN,168
UPM00033962,2007-04-11,TMIN,-5
UPM00033966,2005-03-02,TMIN,-87
UPM00033966,2009-05-06,TMAX,202
UPM00033966,2007-01-16,TMAX,96
UPM00033962,2005-12-09,TMAX,96
UPM00033966,2006-10-20,TMIN,-31
UPM00033966,2005-07-14,TMAX,283
UPM00033966,2009-05-06,TMIN,98
UPM00033961,2006-01-28,TMIN,-175
UPM00033962,2006-07-27,TMIN,185
UPM00033966,2007-12-14,TMIN,-23
UPM00033961,2005-02-26,TMIN,-3
UPM00033961,2006-05-25,TMIN,155
UPM00033962,2007-11-09,TMIN,-9
UPM00033961,2008-04-16,TMIN,90
UPM00033962,2009-01-12,TMIN,-188
UPM00033966,2005-12-29,TMIN,72
UPM00033966,2007-12-20,TMIN,-25
UPM00033961,2006-12-17,TMAX,128
UPM00033961,2008-03-12,TMIN,53
UPM00033966,2005-02-12,TMIN,-109
UPM00033962,2006-04-05,TMAX,171
UPM00033962,2006-04-05,TMIN,-10
UPM00033966,2007-11-20,TMAX,50
UPM00033962,2009-04-06,TMIN,16
UPM00033966,2005-12-04,TMIN,3
UPM00033961,2008-09-24,TMIN,102
UPM00033961,2006-11-15,TMAX,111
UPM00033961,2006-11-15,TMIN,52
UPM00033961,2005-02-19,TMIN,17
UPM00033962,2005-06-16,TMAX,276
UPM00033961,2006-05-09,TMAX,151
UPM00033962,2008-01-24,TMIN,-15
UPM00033961,2006-11-11,TMIN,26
UPM00033961,2009-01-26,TMIN,7
UPM00033966,2007-11-28,TMIN,-42
UPM00033966,2006-12-05,TMIN,-12
UPM00033962,2006-02-08,TMIN,-206
UPM00033962,2006-10-11,TMIN,30
UPM00033966,2005-06-26,TMIN,126
UPM00033961,2008-07-25,TMIN,239
UPM00033962,2006-02-08,TMAX,-86
UPM00033966,2005-04-29,TMIN,95
UPM00033961,2006-04-28,TMIN,81
UPM00033962,2005-01-29,TMIN,20
UPM00033966,2005-05-26,TMIN,122
UPM00033961,2007-12-14,TMIN,-6
UPM00033961,2009-01-26,TMAX,70
UPM00033962,2006-07-24,TMIN,140
UPM00033961,2005-12-28,TMAX,82
UPM00033962,2006-10-11,TMAX,194
UPM00033961,2006-04-11,TMIN,73
UPM00033962,2008-02-25,TMIN,-20
UPM00033962,2008-02-21,TMIN,-18
UPM00033961,2006-11-09,TMIN,56
UPM00033961,2009-04-07,TMIN,50
UPM00033961,2006-06-15,TMIN,131
UPM00033961,2005-01-19,TMAX,40
UPM00033961,2006-04-28,TMAX,123
UPM00033962,2005-02-11,TMAX,-27
UPM00033962,2006-07-05,TMIN,105
UPM00033961,2005-03-21,TMIN,-18
UPM00033962,2006-06-14,TMIN,148
UPM00033961,2005-03-21,TMAX,39
UPM00033961,2006-11-14,TMIN,31
UPM00033961,2009-05-25,TMIN,128
UPM00033962,2006-10-09,TMAX,198
UPM00033966,2008-09-21,TMIN,154
UPM00033966,2008-09-21,TMAX,239
UPM00033962,2006-10-09,TMIN,95
UPM00033961,2008-07-25,TMAX,295
UPM00033961,2007-11-01,TMIN,86
UPM00033966,2007-03-02,TMIN,26
UPM00033961,2005-01-19,TMIN,28
UPM00033961,2006-08-22,TMIN,221
UPM00033961,2005-03-31,TMIN,-40
UPM00033966,2008-09-16,TMAX,278
UPM00033961,2006-10-16,TMIN,71
UPM00033961,2007-03-23,TMAX,90
UPM00033962,2007-04-17,TMIN,10
UPM00033962,2007-01-24,TMAX,175
UPM00033961,2007-01-19,TMIN,17
UPM00033962,2007-01-24,TMIN,61
UPM00033966,2006-02-09,TMIN,-109
UPM00033962,2007-04-17,TMAX,124
UPM00033966,2005-12-04,TMAX,124
UPM00033966,2006-08-09,TMAX,282
UPM00033962,2009-02-01,TMAX,42
UPM00033966,2008-11-27,TMIN,2
UPM00033961,2009-01-22,TMAX,15
UPM00033962,2006-06-24,TMIN,172
UPM00033966,2006-02-09,TMAX,-73
UPM00033966,2006-07-16,TMAX,260
UPM00033962,2005-12-13,TMIN,25
UPM00033966,2008-06-25,TMIN,168
UPM00033966,2006-03-03,TMIN,20
UPM00033966,2008-01-28,TMIN,-29
UPM00033966,2006-12-05,TMAX,85
UPM00033961,2006-01-27,TMAX,-98
UPM00033966,2006-12-10,TMAX,84
UPM00033961,2007-03-23,TMIN,57
UPM00033961,2006-10-16,TMAX,146
UPM00033966,2005-11-24,TMAX,80
UPM00033966,2006-04-20,TMIN,89
UPM00033962,2005-01-17,TMIN,16
UPM00033962,2005-01-17,TMAX,41
UPM00033966,2007-04-30,TMIN,46
UPM00033966,2007-01-19,TMIN,-9
UPM00033966,2007-01-19,TMAX,146
UPM00033961,2007-01-19,TMAX,122
UPM00033961,2006-06-30,TMAX,301
UPM00033961,2006-06-30,TMIN,224
UPM00033961,2008-11-14,TMIN,70
UPM00033966,2008-07-30,TMIN,134
UPM00033966,2008-01-10,TMIN,-195
UPM00033962,2008-03-20,TMIN,-6
UPM00033962,2006-06-19,TMAX,275
UPM00033961,2008-12-01,TMIN,51
UPM00033962,2006-10-05,TMAX,306
UPM00033962,2007-02-15,TMIN,4
UPM00033962,2007-03-25,TMAX,57
UPM00033966,2006-10-12,TMIN,45
UPM00033966,2006-09-25,TMIN,121
UPM00033962,2007-02-23,TMIN,-38
UPM00033966,2006-07-17,TMAX,240
UPM00033962,2008-12-09,TMIN,-32
UPM00033962,2007-02-15,TMAX,120
UPM00033966,2006-10-12,TMAX,171
UPM00033962,2005-04-29,TMAX,165
UPM00033966,2009-01-14,TMIN,-95
UPM00033962,2006-08-06,TMAX,353
UPM00033966,2005-04-27,TMIN,18
UPM00033961,2006-06-12,TMAX,236
UPM00033962,2005-04-29,TMIN,90
UPM00033962,2008-12-08,TMIN,96
UPM00033966,2006-03-09,TMAX,-19
UPM00033961,2007-04-20,TMAX,163
UPM00033962,2007-05-19,TMIN,97
UPM00033962,2005-01-10,TMIN,25
UPM00033966,2008-07-09,TMAX,282
UPM00033962,2008-07-16,TMIN,167
UPM00033966,2005-07-25,TMAX,299
UPM00033966,2005-07-25,TMIN,169
UPM00033962,2006-03-05,TMAX,164
UPM00033961,2007-04-20,TMIN,70
UPM00033966,2006-10-10,TMIN,58
UPM00033962,2008-07-16,TMAX,330
UPM00033962,2005-05-10,TMIN,13
UPM00033962,2005-05-04,TMIN,38
UPM00033961,2006-12-16,TMIN,48
UPM00033966,2006-07-17,TMIN,117
UPM00033966,2008-07-09,TMIN,128
UPM00033966,2006-10-10,TMAX,181
UPM00033962,2005-01-04,TMIN,-28
UPM00033962,2006-12-28,TMIN,-15
UPM00033962,2006-12-28,TMAX,52
UPM00033961,2007-04-02,TMIN,48
UPM00033962,2007-05-24,TMIN,142
UPM00033961,2009-02-25,TMAX,-2
UPM00033962,2008-03-31,TMAX,90
UPM00033966,2008-07-17,TMAX,252
UPM00033966,2005-04-04,TMIN,-67
UPM00033962,2006-03-20,TMAX,95
UPM00033961,2006-11-13,TMIN,52
UPM00033962,2008-03-31,TMIN,61
UPM00033962,2006-06-29,TMIN,184
UPM00033966,2006-03-10,TMIN,-121
UPM00033966,2008-07-20,TMAX,322
UPM00033966,2005-04-04,TMAX,113
UPM00033961,2005-12-15,TMIN,35
UPM00033961,2007-02-13,TMIN,42
UPM00033966,2008-07-17,TMIN,182
UPM00033962,2007-03-17,TMIN,36
UPM00033962,2006-01-05,TMIN,28
UPM00033962,2007-05-24,TMAX,294
UPM00033966,2005-03-28,TMIN,7
UPM00033962,2006-06-19,TMIN,112
UPM00033961,2007-04-02,TMAX,125
UPM00033966,2006-10-19,TMIN,-29
UPM00033962,2007-10-12,TMIN,26
UPM00033962,2009-02-03,TMIN,-8
UPM00033962,2009-02-03,TMAX,18
UPM00033966,2008-04-15,TMIN,55
UPM00033966,2009-04-24,TMIN,-46
UPM00033962,2009-03-26,TMIN,38
UPM00033962,2006-03-20,TMIN,0
UPM00033961,2009-02-25,TMIN,-16
UPM00033962,2006-08-21,TMAX,367
UPM00033962,2006-08-21,TMIN,161
UPM00033962,2007-04-16,TMIN,9
UPM00033961,2008-11-24,TMIN,18
UPM00033962,2005-03-07,TMIN,2
UPM00033962,2007-04-16,TMAX,93
UPM00033961,2005-10-31,TMIN,66
UPM00033961,2007-06-16,TMIN,186
UPM00033962,2006-05-12,TMIN,80
UPM00033962,2006-05-12,TMAX,184
UPM00033962,2005-05-17,TMIN,24
UPM00033966,2006-04-27,TMIN,43
UPM00033966,2005-02-01,TMIN,-70
UPM00033961,2009-02-06,TMIN,53
UPM00033961,2005-02-11,TMIN,-105
UPM00033966,2005-07-18,TMIN,146
UPM00033966,2006-04-27,TMAX,92
UPM00033962,2005-07-20,TMIN,155
UPM00033961,2005-06-27,TMIN,179
UPM00033962,2009-01-27,TMAX,122
UPM00033962,2009-05-24,TMAX,96
UPM00033961,2006-03-04,TMIN,-28
UPM00033966,2009-06-03,TMIN,117
UPM00033966,2005-05-06,TMAX,183
UPM00033961,2008-12-11,TMIN,17
UPM00033961,2006-09-01,TMIN,135
UPM00033962,2009-01-27,TMIN,30
UPM00033966,2005-05-13,TMAX,184
UPM00033962,2008-01-10,TMIN,-172
UPM00033962,2005-12-06,TMAX,90
UPM00033962,2007-03-12,TMIN,-34
UPM00033962,2006-08-13,TMAX,330
UPM00033961,2005-02-15,TMIN,43
UPM00033962,2006-11-28,TMIN,52
UPM00033961,2008-06-30,TMIN,179
UPM00033962,2009-05-15,TMIN,28
UPM00033966,2006-04-22,TMIN,55
UPM00033961,2008-04-08,TMAX,117
UPM00033961,2006-05-17,TMIN,126
UPM00033962,2005-07-26,TMIN,180
UPM00033962,2008-12-26,TMIN,-80
UPM00033966,2005-01-27,TMAX,153
UPM00033961,2005-12-25,TMAX,16
UPM00033962,2005-05-04,TMAX,187
UPM00033966,2008-11-04,TMIN,71
UPM00033966,2009-06-03,TMAX,287
UPM00033966,2005-01-27,TMIN,75
UPM00033961,2006-09-01,TMAX,244
UPM00033961,2005-07-18,TMIN,202
UPM00033962,2008-10-16,TMIN,123
UPM00033962,2008-11-25,TMIN,-29
UPM00033962,2006-10-05,TMIN,105
UPM00033962,2006-07-06,TMIN,120
UPM00033966,2006-12-13,TMIN,17
UPM00033966,2006-04-06,TMAX,164
UPM00033962,2006-09-22,TMIN,135
UPM00033966,2006-04-09,TMAX,136
UPM00033966,2005-10-16,TMAX,157
UPM00033962,2006-09-22,TMAX,259
UPM00033962,2007-04-28,TMIN,-8
UPM00033962,2008-01-22,TMIN,11
UPM00033966,2006-04-06,TMIN,-14
UPM00033966,2006-11-08,TMIN,6
UPM00033962,2005-02-18,TMIN,30
UPM00033961,2005-12-26,TMIN,-13
UPM00033966,2008-11-04,TMAX,138
UPM00033961,2005-08-01,TMIN,230
UPM00033966,2007-11-15,TMIN,12
UPM00033966,2007-11-15,TMAX,152
UPM00033961,2008-12-04,TMIN,86
UPM00033966,2007-10-22,TMIN,115
UPM00033961,2007-03-11,TMIN,-11
UPM00033966,2007-04-02,TMAX,141
UPM00033962,2008-01-22,TMAX,128
UPM00033966,2006-04-15,TMIN,91
UPM00033961,2008-05-12,TMIN,106
UPM00033966,2007-04-02,TMIN,-3
UPM00033966,2007-10-23,TMIN,121
UPM00033962,2006-12-16,TMIN,60
UPM00033966,2009-02-05,TMIN,91
UPM00033962,2009-04-09,TMAX,143
UPM00033962,2009-04-09,TMIN,-12
UPM00033961,2005-02-11,TMAX,-47
UPM00033961,2007-04-10,TMAX,130
UPM00033961,2006-02-19,TMAX,109
UPM00033961,2007-06-21,TMIN,180
UPM00033966,2006-10-24,TMIN,88
UPM00033966,2006-03-09,TMIN,-63
UPM00033961,2006-07-18,TMAX,243
UPM00033966,2005-09-26,TMAX,222
UPM00033966,2005-01-31,TMIN,-79
UPM00033962,2008-11-28,TMIN,-42
UPM00033961,2008-08-01,TMIN,187
UPM00033966,2008-03-17,TMAX,188
UPM00033962,2006-03-16,TMIN,20
UPM00033962,2005-07-25,TMIN,175
UPM00033962,2006-07-11,TMIN,165
UPM00033962,2008-02-26,TMIN,-10
UPM00033961,2005-02-10,TMAX,-40
UPM00033962,2008-02-26,TMAX,120
UPM00033961,2005-02-10,TMIN,-54
UPM00033961,2007-01-16,TMAX,65
UPM00033961,2007-07-20,TMAX,313
UPM00033961,2005-09-14,TMIN,157
UPM00033962,2007-06-07,TMIN,172
UPM00033966,2008-02-28,TMIN,56
UPM00033961,2008-03-06,TMIN,24
UPM00033961,2006-06-10,TMIN,160
UPM00033966,2008-02-29,TMIN,-6
UPM00033966,2006-06-07,TMIN,83
UPM00033961,2005-12-09,TMIN,32
UPM00033966,2007-07-25,TMIN,168
UPM00033962,2007-12-14,TMIN,-10
UPM00033961,2007-10-18,TMIN,70
UPM00033966,2005-09-21,TMIN,180
UPM00033966,2005-09-21,TMAX,191
UPM00033961,2009-03-31,TMAX,146
UPM00033962,2005-07-25,TMAX,286
UPM00033966,2006-06-07,TMAX,249
UPM00033962,2006-11-04,TMIN,1
UPM00033961,2005-02-04,TMIN,-23
UPM00033962,2005-11-25,TMAX,126
UPM00033962,2006-03-29,TMIN,-20
UPM00033962,2006-03-16,TMAX,77
UPM00033961,2005-09-14,TMAX,276
UPM00033966,2006-04-28,TMAX,145
UPM00033961,2007-02-23,TMIN,-38
UPM00033966,2006-12-25,TMAX,43
UPM00033966,2007-01-11,TMAX,129
UPM00033962,2006-02-13,TMIN,-105
UPM00033966,2007-02-07,TMIN,-33
UPM00033966,2006-06-19,TMAX,268
UPM00033962,2008-05-01,TMIN,35
UPM00033966,2007-01-11,TMIN,-25
UPM00033962,2007-05-17,TMIN,32
UPM00033961,2008-08-11,TMAX,275
UPM00033961,2006-07-11,TMIN,189
UPM00033966,2006-04-28,TMIN,-9
UPM00033961,2008-11-22,TMAX,150
UPM00033961,2006-04-22,TMIN,74
UPM00033962,2006-12-06,TMIN,0
UPM00033966,2006-11-02,TMIN,84
UPM00033961,2007-01-14,TMAX,90
UPM00033966,2006-02-12,TMAX,5
UPM00033966,2006-09-21,TMIN,114
UPM00033962,2006-12-06,TMAX,115
UPM00033961,2005-08-25,TMAX,271
UPM00033961,2007-12-05,TMAX,70
UPM00033962,2008-07-11,TMAX,267
UPM00033961,2007-10-18,TMAX,183
UPM00033961,2008-01-14,TMIN,-120
UPM00033961,2007-01-16,TMIN,38
UPM00033966,2007-12-26,TMIN,-30
UPM00033961,2006-03-05,TMAX,132
UPM00033966,2006-04-19,TMAX,169
UPM00033966,2006-04-19,TMIN,18
UPM00033961,2005-12-09,TMAX,95
UPM00033961,2005-08-13,TMIN,176
UPM00033961,2005-08-13,TMAX,285
UPM00033961,2009-01-12,TMIN,-134
UPM00033962,2006-12-14,TMAX,73
UPM00033962,2007-12-18,TMIN,-30
UPM00033962,2006-12-14,TMIN,32
UPM00033961,2007-04-15,TMAX,107
UPM00033966,2005-05-13,TMIN,107
UPM00033966,2006-06-19,TMIN,121
UPM00033962,2008-07-11,TMIN,130
UPM00033962,2007-10-17,TMAX,204
UPM00033966,2007-07-25,TMAX,368
UPM00033966,2005-01-31,TMAX,-42
UPM00033962,2006-07-17,TMIN,120
UPM00033962,2006-07-17,TMAX,266
UPM00033962,2006-01-26,TMIN,-163
UPM00033962,2009-03-26,TMAX,62
UPM00033962,2008-07-26,TMAX,320
UPM00033966,2005-04-27,TMAX,181
UPM00033961,2005-02-09,TMAX,-35
UPM00033961,2005-02-09,TMIN,-115
UPM00033961,2006-07-21,TMIN,203
UPM00033961,2006-02-02,TMAX,48
UPM00033966,2008-12-31,TMIN,-142
UPM00033966,2008-07-20,TMIN,168
UPM00033962,2008-06-26,TMIN,124
UPM00033962,2007-03-09,TMAX,55
UPM00033966,2007-11-21,TMIN,-25
UPM00033962,2008-11-22,TMAX,166
UPM00033962,2005-12-03,TMIN,74
UPM00033966,2005-11-05,TMIN,80
UPM00033961,2007-05-21,TMAX,218
UPM00033962,2005-03-17,TMAX,113
UPM00033961,2005-05-16,TMIN,135
UPM00033962,2008-07-26,TMIN,205
UPM00033966,2006-03-10,TMAX,39
UPM00033962,2006-08-12,TMIN,171
UPM00033962,2007-05-09,TMAX,254
UPM00033961,2006-08-03,TMAX,300
UPM00033966,2006-09-23,TMIN,145
UPM00033962,2006-07-07,TMAX,279
UPM00033962,2006-03-29,TMAX,180
UPM00033966,2008-11-11,TMIN,-39
UPM00033966,2009-02-27,TMIN,-32
UPM00033966,2006-12-23,TMIN,-65
UPM00033966,2008-11-10,TMIN,-47
UPM00033961,2005-08-26,TMAX,280
UPM00033961,2006-08-03,TMIN,186
UPM00033966,2006-07-10,TMIN,163
UPM00033961,2006-01-19,TMAX,38
